"Corr.surf","Dist.true.cent","Normal","Log.norm","Beta","Gamma","approach","centr.conf","model"
0.976635901672819,126.901929284164,2,0,1,0,"PPM","outer","Saturated"
0.939707446958188,2.06203529761223,3,0,0,0,"PPM","outer","Saturated"
0.187820453844121,915.158578281183,2,1,0,0,"PPM","outer","Saturated"
0.96444543658193,174.373830732793,3,0,0,0,"PPM","outer","Saturated"
0.97937306679082,4.42009441650968,1,0,1,1,"PPM","outer","Saturated"
0.169694402885786,1240.81680134879,0,2,0,1,"PPM","outer","Saturated"
0.389939496882727,699.564898220697,0,1,2,0,"PPM","outer","Saturated"
0.69701555108259,654.527104784298,0,1,1,1,"PPM","outer","Saturated"
0.978508217972069,72.1273236027048,1,0,1,1,"PPM","outer","Saturated"
0.0571668917082367,1292.69636715773,1,1,1,0,"PPM","outer","Saturated"
0.904742896404721,176.742191193859,0,0,1,2,"PPM","outer","Saturated"
0.968380774630246,154.68468918624,0,2,0,1,"PPM","outer","Saturated"
0.957117085697564,3.87739154326945,2,0,0,1,"PPM","outer","Saturated"
0.51868826393164,191.249211354041,1,1,1,0,"PPM","outer","Saturated"
0.97763765895936,10.4891903963758,1,0,0,2,"PPM","outer","Saturated"
0.958450132041248,7.28543460856834,2,0,0,1,"PPM","outer","Saturated"
0.837119725492939,47.0541072956872,1,1,1,0,"PPM","outer","Saturated"
0.933243402959738,5.59002651070363,2,1,0,0,"PPM","outer","Saturated"
0.980689417815306,2367.03376288161,1,0,1,1,"PPM","outer","Saturated"
0.985583476531495,22.9299773622879,2,1,0,0,"PPM","outer","Saturated"
0.951950958349323,3.10207141401147,2,0,1,0,"PPM","outer","Saturated"
0.540789832830562,195.207023448312,1,1,1,0,"PPM","outer","Saturated"
0.933964883772631,11.9223557012809,2,0,1,0,"PPM","outer","Saturated"
0.853374007578999,11.8172959435862,1,1,0,1,"PPM","outer","Saturated"
0.984306356773649,50.7889665821798,0,1,1,1,"PPM","outer","Saturated"
0.261420052530606,1006.10694091235,1,1,0,1,"PPM","outer","Saturated"
0.966099160128963,185.930496652549,2,1,0,0,"PPM","outer","Saturated"
0.954368916939118,4911.37157235061,2,0,1,0,"PPM","outer","Saturated"
0.967378240827587,2.95768894712188,2,0,1,0,"PPM","outer","Saturated"
0.774073823042389,67.8545525838368,1,0,0,2,"PPM","outer","Saturated"
0.974540895728166,49.1831052389991,1,0,1,1,"PPM","outer","Saturated"
0.90000474041386,858.19821922746,1,0,1,1,"PPM","outer","Saturated"
0.198618706204977,848.717951020064,0,2,0,1,"PPM","outer","Saturated"
0.95547042870806,2.36201963289267,2,0,0,1,"PPM","outer","Saturated"
0.166459759578968,906.421753154733,2,1,0,0,"PPM","outer","Saturated"
0.336523735929785,188.328780738651,2,0,0,1,"PPM","outer","Saturated"
0.931228576901415,1.93248396002675,1,0,2,0,"PPM","outer","Saturated"
0.961669818037145,5.64899226456038,3,0,0,0,"PPM","outer","Saturated"
0.946827760580515,56.2065543416386,2,0,1,0,"PPM","outer","Saturated"
0.97386622878966,500.275274175727,3,0,0,0,"PPM","outer","Saturated"
0.934673825645117,8.73719028765205,1,1,1,0,"PPM","outer","Saturated"
0.988842172496632,64.2969707140606,1,1,1,0,"PPM","outer","Saturated"
0.902356008955458,73.7660052216726,0,1,2,0,"PPM","outer","Saturated"
0.371894532442253,219.166606284767,2,1,0,0,"PPM","outer","Saturated"
0.969236961237483,25.7742690494147,2,1,0,0,"PPM","outer","Saturated"
0.107553348054325,1515.93588452079,2,1,0,0,"PPM","outer","Saturated"
0.720002474491791,50.2498040181263,1,1,1,0,"PPM","outer","Saturated"
0.140417333705723,655.95085595375,1,0,0,2,"PPM","outer","Saturated"
0.767962275867812,15.2339501986734,0,1,1,1,"PPM","outer","Saturated"
0.129342005483599,1368.63966865958,1,2,0,0,"PPM","outer","Saturated"
0.931462982246399,10.8859576494435,2,0,0,1,"PPM","outer","Saturated"
0.981881246668553,5058.00361704647,0,1,0,2,"PPM","outer","Saturated"
0.704317512139528,109.029902398512,1,1,0,1,"PPM","outer","Saturated"
0.0719567426743107,1736.25635812969,1,1,0,1,"PPM","outer","Saturated"
0.641593239152441,58.7518153782646,1,0,1,1,"PPM","outer","Saturated"
0.893611606981671,4.99356320832265,1,0,1,1,"PPM","outer","Saturated"
0.981670005201018,50.2006194810423,2,1,0,0,"PPM","outer","Saturated"
0.413668985505405,314.33609736632,0,3,0,0,"PPM","outer","Saturated"
0.992647583146651,29.1950413326518,1,0,1,1,"PPM","outer","Saturated"
0.57923051440481,82.3102617941635,1,1,1,0,"PPM","outer","Saturated"
0.0261181166775941,1935.13806259191,1,1,0,1,"PPM","outer","Saturated"
0.935321738807641,2.90446390237946,2,0,1,0,"PPM","outer","Saturated"
0.931816686814387,267.854322970864,2,0,0,1,"PPM","outer","Saturated"
0.966191149235355,110.206388661838,3,0,0,0,"PPM","outer","Saturated"
0.966387508630117,519.609570079999,1,0,1,1,"PPM","outer","Saturated"
0.668426209868427,62.4649202034314,0,0,0,3,"PPM","outer","Saturated"
0.31706090187795,1861.18192955387,0,2,1,0,"PPM","outer","Saturated"
0.547547560838132,55.6960870732818,0,0,1,2,"PPM","outer","Saturated"
0.974958479914905,185.9142277788,1,0,1,1,"PPM","outer","Saturated"
0.944938965569401,250.272919070387,1,1,0,1,"PPM","outer","Saturated"
0.173955212714239,572.055346913352,2,0,0,1,"PPM","outer","Saturated"
0.948408192540214,5.91556328668204,2,0,0,1,"PPM","outer","Saturated"
0.941384228582389,10.5637311184583,2,0,1,0,"PPM","outer","Saturated"
0.983789744617195,8693.65231033415,1,1,0,1,"PPM","outer","Saturated"
0.978722122804073,8.05555485672805,1,0,1,1,"PPM","outer","Saturated"
0.934400120958257,39069.0484829908,2,1,0,0,"PPM","outer","Saturated"
0.975234392552474,2.95074665347635,1,0,2,0,"PPM","outer","Saturated"
0.863038195483038,24.932728522761,2,1,0,0,"PPM","outer","Saturated"
0.976289221215878,3575.00861983511,2,1,0,0,"PPM","outer","Saturated"
0.15612518831032,964.788098525779,1,0,1,1,"PPM","outer","Saturated"
0.961896834673096,13.2786134149071,0,1,1,1,"PPM","outer","Saturated"
0.980225968112715,6.06664773798251,2,0,1,0,"PPM","outer","Saturated"
0.873816226117132,25.559776288456,2,0,1,0,"PPM","outer","Saturated"
0.97473007712316,5.79159532343267,1,0,0,2,"PPM","outer","Saturated"
0.962949851587948,40731.2339610022,1,1,0,1,"PPM","outer","Saturated"
0.593056594972203,70.4355370804112,1,0,1,1,"PPM","outer","Saturated"
0.926151839775794,2951.66804687857,0,2,1,0,"PPM","outer","Saturated"
0.183243790844513,1934.49163968149,0,2,1,0,"PPM","outer","Saturated"
0.976272671625504,442.671302745442,1,1,0,1,"PPM","outer","Saturated"
0.464144249654978,567.086323044309,1,0,0,2,"PPM","outer","Saturated"
0.953237741673799,63.9465255578151,2,0,1,0,"PPM","outer","Saturated"
0.161318939732658,571.269605519169,2,1,0,0,"PPM","outer","Saturated"
0.968179629505248,116.600750028261,2,0,1,0,"PPM","outer","Saturated"
0.194593268893246,1292.45134787273,2,1,0,0,"PPM","outer","Saturated"
0.97560294529951,9.42025652636684,1,0,1,1,"PPM","outer","Saturated"
0.955242135616379,13.5573470901772,2,1,0,0,"PPM","outer","Saturated"
0.572381691178284,12873.5208639452,1,2,0,0,"PPM","outer","Saturated"
0.591918875795689,126.200614648303,2,1,0,0,"PPM","outer","Saturated"
0.925604035836535,340.32782480489,1,1,0,1,"PPM","outer","Saturated"
0.893631569453121,24.7154669545682,2,0,0,1,"PPM","outer","Saturated"
0.946343844066911,6.38672660851815,1,1,1,0,"PPM","outer","Saturated"
0.990455812884443,522.357241899038,0,1,1,1,"PPM","outer","Saturated"
0.904585877361345,8.85985425909497,3,0,0,0,"PPM","outer","Saturated"
0.961672412160776,737.751480776992,1,0,2,0,"PPM","outer","Saturated"
0.921029167046816,742.46027571347,1,1,1,0,"PPM","outer","Saturated"
0.733700331164414,150.756730749324,0,1,1,1,"PPM","outer","Saturated"
0.914680167949475,109.2321707827,2,1,0,0,"PPM","outer","Saturated"
0.198448126100378,5974.58445204907,2,1,0,0,"PPM","outer","Saturated"
0.983466701436104,1.08492546359293,1,0,0,2,"PPM","outer","Saturated"
0.283674805167504,608.179699123875,1,1,0,1,"PPM","outer","Saturated"
0.885866964139468,3156.57020798411,1,1,0,1,"PPM","outer","Saturated"
0.950696371974166,539.332311133814,2,0,1,0,"PPM","outer","Saturated"
0.937700875231163,8.42754402325828,2,0,0,1,"PPM","outer","Saturated"
0.949422520912939,8859.51860296644,2,0,0,1,"PPM","outer","Saturated"
0.975794482997974,12.5914645235888,2,0,0,1,"PPM","outer","Saturated"
0.918494045142711,12.3675864827159,1,1,1,0,"PPM","outer","Saturated"
0.932288654444343,3.96970719328913,3,0,0,0,"PPM","outer","Saturated"
0.22656863151184,4612.88244329988,0,1,2,0,"PPM","outer","Saturated"
0.905097981164286,617.823124742579,1,1,0,1,"PPM","outer","Saturated"
0.523001008284428,103.807689581272,1,2,0,0,"PPM","outer","Saturated"
0.29747753957932,276.282883880968,2,1,0,0,"PPM","outer","Saturated"
0.956490554843946,682.746658644087,1,1,0,1,"PPM","outer","Saturated"
0.964745957606617,618.380328482476,0,2,1,0,"PPM","outer","Saturated"
0.911778954395024,4.85706733651983,3,0,0,0,"PPM","outer","Saturated"
0.386389185608548,881.727136723684,1,2,0,0,"PPM","outer","Saturated"
0.057087219816536,1956.44299199184,1,1,0,1,"PPM","outer","Saturated"
0.790931581914798,1831.06633112729,0,1,0,2,"PPM","outer","Saturated"
0.467435592070812,201.628393419497,1,1,0,1,"PPM","outer","Saturated"
0.957489924365661,316.131268811307,3,0,0,0,"PPM","outer","Saturated"
0.71630097844611,235.67460539544,0,0,1,2,"PPM","outer","Saturated"
0.0331012980799072,2016.36448850557,0,1,1,1,"PPM","outer","Saturated"
0.246323789055939,335252.178503402,1,0,0,2,"PPM","outer","Saturated"
0.875035830566218,48.1505702272198,0,2,0,1,"PPM","outer","Saturated"
0.943545379958296,2.03609786877958,2,0,1,0,"PPM","outer","Saturated"
0.966207162132536,29.4013175497047,0,0,3,0,"PPM","outer","Saturated"
0.257058142380085,14201.8350434597,2,1,0,0,"PPM","outer","Saturated"
0.951099218609954,401.392019506128,3,0,0,0,"PPM","outer","Saturated"
0.963081986831461,2.29171113062584,1,0,2,0,"PPM","outer","Saturated"
0.957689072324303,7.46304855493173,2,0,0,1,"PPM","outer","Saturated"
0.958308312898798,1260.34361621391,2,1,0,0,"PPM","outer","Saturated"
0.0980175276198761,1254.22924025171,0,3,0,0,"PPM","outer","Saturated"
0.95400324905203,61.7445848119779,2,1,0,0,"PPM","outer","Saturated"
0.993298306358457,6.47840785103355,1,0,1,1,"PPM","outer","Saturated"
0.898482669491274,16.2475929720818,1,0,1,1,"PPM","outer","Saturated"
0.963525134031357,6.83354596646747,2,0,1,0,"PPM","outer","Saturated"
0.768365945709315,30.3736938067606,1,0,0,2,"PPM","outer","Saturated"
0.0979803796157014,3225.63765528164,0,0,0,3,"PPM","outer","Saturated"
0.906657506933027,86.9479485169889,1,1,0,1,"PPM","outer","Saturated"
0.859713570855849,1198.31291024311,1,1,1,0,"PPM","outer","Saturated"
0.181462999923248,667.089080165829,0,0,2,1,"PPM","outer","Saturated"
0.952829922579657,3.74283460026065,2,0,1,0,"PPM","outer","Saturated"
0.974122583104,12.4531412344183,2,1,0,0,"PPM","outer","Saturated"
0.575896094465601,242.454341285082,2,1,0,0,"PPM","outer","Saturated"
0.983667122440666,37.2570513368807,1,1,0,1,"PPM","outer","Saturated"
0.491326640707678,375.274960951063,0,2,1,0,"PPM","outer","Saturated"
0.395820977960458,306.259867249275,1,2,0,0,"PPM","outer","Saturated"
0.908084686111584,9.36750605611824,0,1,2,0,"PPM","outer","Saturated"
0.88453611101309,28.2522266858241,2,1,0,0,"PPM","outer","Saturated"
0.267190958375647,1339.82956179048,1,1,1,0,"PPM","outer","Saturated"
0.947117223951437,8.2093039826401,2,0,0,1,"PPM","outer","Saturated"
0.88375989443568,10.5228777190157,1,0,1,1,"PPM","outer","Saturated"
0.515856030651993,225.40020116097,1,0,0,2,"PPM","outer","Saturated"
0.975325805235753,83.7890801108501,1,0,2,0,"PPM","outer","Saturated"
0.947635568289025,2016.77806123944,1,1,0,1,"PPM","outer","Saturated"
0.148984797015777,4447.11730557933,1,1,1,0,"PPM","outer","Saturated"
0.86847692862751,40.4122244036267,0,1,0,2,"PPM","outer","Saturated"
0.725371811583299,161.871334084167,1,1,0,1,"PPM","outer","Saturated"
0.918642483915686,134.571267111847,1,0,1,1,"PPM","outer","Saturated"
0.989006842574579,1819.87242005874,2,0,0,1,"PPM","outer","Saturated"
0.953827394618268,11.9769560883047,2,0,0,1,"PPM","outer","Saturated"
0.967720525540047,556.431483069191,2,0,1,0,"PPM","outer","Saturated"
0.975984000929868,69.0870913806571,2,0,1,0,"PPM","outer","Saturated"
0.985790966256449,5.74089024027301,2,1,0,0,"PPM","outer","Saturated"
0.971357081996667,78437.2473922532,0,2,1,0,"PPM","outer","Saturated"
0.930328748757767,2.93613056579442,2,0,1,0,"PPM","outer","Saturated"
0.970175270617698,3.31838564935387,1,0,2,0,"PPM","outer","Saturated"
0.920492799736899,33.1122689515399,0,0,2,1,"PPM","outer","Saturated"
0.185022287494098,906.986920206442,0,1,1,1,"PPM","outer","Saturated"
0.0592095222516183,2983.24092705431,1,0,0,2,"PPM","outer","Saturated"
0.854409479200281,27.3316975396852,2,0,0,1,"PPM","outer","Saturated"
0.957187226240176,19.6307171631338,1,0,2,0,"PPM","outer","Saturated"
0.89375193566286,9.84822424216326,0,1,2,0,"PPM","outer","Saturated"
0.981773089030743,811.929899157002,1,2,0,0,"PPM","outer","Saturated"
0.171855093070936,772.899488663582,1,1,1,0,"PPM","outer","Saturated"
0.990648999202343,1.23643075846241,0,0,1,2,"PPM","outer","Saturated"
0.976952817235295,5.91251447819492,1,0,2,0,"PPM","outer","Saturated"
0.972861486375568,21.4874611048222,1,0,1,1,"PPM","outer","Saturated"
0.987248185538674,176.284711902442,1,0,1,1,"PPM","outer","Saturated"
0.0611351055722728,1729.0246975503,1,1,0,1,"PPM","outer","Saturated"
0.864507604792118,6.43432928001988,1,0,2,0,"PPM","outer","Saturated"
0.992672492353615,848.246801732902,0,0,0,3,"PPM","outer","Saturated"
0.975990353060946,1.19709521521349,0,0,1,2,"PPM","outer","Saturated"
0.949003190129744,4.5448851682359,1,0,2,0,"PPM","outer","Saturated"
0.487263431721267,900.582138427673,0,1,1,1,"PPM","outer","Saturated"
0.986146190076568,15.5097143107315,1,0,1,1,"PPM","outer","Saturated"
0.95670377386702,2.6692710864656,2,0,0,1,"PPM","outer","Saturated"
0.954717687284831,407.70976226829,1,1,1,0,"PPM","outer","Saturated"
0.959883045370683,3.23533518076903,2,0,1,0,"PPM","outer","Saturated"
0.935913898884679,11.6887865442629,3,0,0,0,"PPM","outer","Saturated"
0.946091881204524,16.3399433127977,2,0,1,0,"PPM","outer","Saturated"
0.978941019914816,3.17855034021329,2,0,0,1,"PPM","outer","Saturated"
0.78063935018215,78.2987951048053,1,2,0,0,"PPM","outer","Saturated"
0.94893921823564,9.80292822539475,1,0,0,2,"PPM","outer","Saturated"
0.92790662459796,8.38727434947746,2,0,0,1,"PPM","outer","Saturated"
0.974063599703179,2.23328474992203,1,0,2,0,"PPM","outer","Saturated"
0.104011383450715,1656.2793846063,2,0,0,1,"PPM","outer","Saturated"
0.937791598684984,2.81553125660405,1,1,1,0,"PPM","outer","Saturated"
0.935121793665859,3.84954615384104,1,0,2,0,"PPM","outer","Saturated"
0.992586263923065,112.083561142836,0,1,0,2,"PPM","outer","Saturated"
0.533894158699499,217.65919039766,0,1,1,1,"PPM","outer","Saturated"
0.973036773651124,2.23783578029474,2,0,1,0,"PPM","outer","Saturated"
0.992202134071128,48.291358173296,2,1,0,0,"PPM","outer","Saturated"
0.317395980569102,276.2447889557,1,1,0,1,"PPM","outer","Saturated"
0.974657692556954,12.3235929691532,2,1,0,0,"PPM","outer","Saturated"
0.93717268523169,4985.82656316146,1,1,0,1,"PPM","outer","Saturated"
0.110061142145149,1585.13686973779,0,1,1,1,"PPM","outer","Saturated"
0.382109046747557,812.868823621521,1,2,0,0,"PPM","outer","Saturated"
0.325885325267718,163.683630236455,0,0,2,1,"PPM","outer","Saturated"
0.925629478032343,105.560104107068,1,0,1,1,"PPM","outer","Saturated"
0.974305283923049,1.55584213063023,1,0,1,1,"PPM","outer","Saturated"
0.927614022298391,4.71196440956527,2,0,1,0,"PPM","outer","Saturated"
0.973263919920199,12.4741569254461,1,0,1,1,"PPM","outer","Saturated"
0.969722603778915,3.99511996532165,1,1,1,0,"PPM","outer","Saturated"
0.545587393184551,3995.35445091659,0,0,2,1,"PPM","outer","Saturated"
0.162594897068263,673.703620424506,0,0,1,2,"PPM","outer","Saturated"
0.904617875912436,15.4874491735226,1,0,2,0,"PPM","outer","Saturated"
0.970091074921871,14.5427141459893,1,0,2,0,"PPM","outer","Saturated"
0.967907385072817,7.45386196238839,2,0,1,0,"PPM","outer","Saturated"
0.966180039908368,2100.27496994756,3,0,0,0,"PPM","outer","Saturated"
0.974027171566359,3.74195251059894,1,0,2,0,"PPM","outer","Saturated"
0.942689758739683,57.1589168917951,2,1,0,0,"PPM","outer","Saturated"
0.935493334525953,78.0266639152531,1,1,1,0,"PPM","outer","Saturated"
0.976719303839644,442881.556414016,0,1,0,2,"PPM","outer","Saturated"
0.407442097761454,297.611768129429,0,2,0,1,"PPM","outer","Saturated"
0.807992187774838,80.942693423731,1,0,1,1,"PPM","outer","Saturated"
0.94598401529488,5.68568677528384,2,0,1,0,"PPM","outer","Saturated"
0.144822848617313,1473.50090871832,1,1,0,1,"PPM","outer","Saturated"
0.598329138320869,367.911298426351,1,1,0,1,"PPM","outer","Saturated"
0.84531755123126,437.586405488235,1,1,1,0,"PPM","outer","Saturated"
0.973543092890722,11.1539720990968,1,0,2,0,"PPM","outer","Saturated"
0.962712361733983,1.48917157672823,1,1,1,0,"PPM","outer","Saturated"
0.953559630221668,5.7264470941544,3,0,0,0,"PPM","outer","Saturated"
0.710007371511087,52.2938645972139,2,0,0,1,"PPM","outer","Saturated"
0.979451442689637,233.380885061503,1,0,1,1,"PPM","outer","Saturated"
0.802723768105418,558.054329430392,2,0,0,1,"PPM","outer","Saturated"
0.803247869621545,10766.2451798052,1,0,1,1,"PPM","outer","Saturated"
0.946737869859662,9503.68274728245,2,1,0,0,"PPM","outer","Saturated"
0.677381939287812,27.3479375071653,1,1,0,1,"PPM","outer","Saturated"
0.966366262515948,6.91056844892011,2,1,0,0,"PPM","outer","Saturated"
0.810351955093919,86.8203264506685,1,1,0,1,"PPM","outer","Saturated"
0.979794280366511,10.9505807201857,1,0,0,2,"PPM","outer","Saturated"
0.648588206093327,44427.9618514072,0,2,0,1,"PPM","outer","Saturated"
0.932395688546517,186.448425416679,2,0,0,1,"PPM","outer","Saturated"
0.967124151699095,5.5399482687335,2,1,0,0,"PPM","outer","Saturated"
0.946848588292391,34510.8741145609,2,0,0,1,"PPM","outer","Saturated"
0.849927950416121,28.8365406556576,1,0,2,0,"PPM","outer","Saturated"
0.616323284553349,538.11476015081,1,1,1,0,"PPM","outer","Saturated"
0.959619268364087,401.415239025001,2,0,0,1,"PPM","outer","Saturated"
0.895015710881612,23.1732077264805,0,1,1,1,"PPM","outer","Saturated"
0.39796684771365,246.316694698158,1,1,1,0,"PPM","outer","Saturated"
0.979577362591199,91.5653858421275,2,1,0,0,"PPM","outer","Saturated"
0.935838534238408,75.5437970414699,0,2,0,1,"PPM","outer","Saturated"
0.160776464580475,1200.09566592529,1,0,0,2,"PPM","outer","Saturated"
0.969794800530954,5280.30091584756,1,1,0,1,"PPM","outer","Saturated"
0.149946104026677,1105.81876752662,1,0,1,1,"PPM","outer","Saturated"
0.967408694983658,12289.0591719795,0,0,1,2,"PPM","outer","Saturated"
0.340595401903572,301.661194644704,2,1,0,0,"PPM","outer","Saturated"
0.988076226836849,41.1181270512956,1,1,0,1,"PPM","outer","Saturated"
0.972370828154579,10.0754233908933,1,0,1,1,"PPM","outer","Saturated"
0.989384053048951,3.41025573305624,0,2,1,0,"PPM","outer","Saturated"
0.202243244886814,382.694666476568,2,1,0,0,"PPM","outer","Saturated"
0.288552385513331,390.730021511943,1,1,1,0,"PPM","outer","Saturated"
0.946832625899202,2.82586790169782,1,1,1,0,"PPM","outer","Saturated"
0.955481507658429,8.78443721862574,3,0,0,0,"PPM","outer","Saturated"
0.930195145180707,212.482101136197,2,0,1,0,"PPM","outer","Saturated"
0.963733759056695,8.04948416299458,2,0,1,0,"PPM","outer","Saturated"
0.962938217137701,509.411739149474,3,0,0,0,"PPM","outer","Saturated"
0.195986781131562,994.684786231983,1,2,0,0,"PPM","outer","Saturated"
0.232147980921074,619.627900394438,1,0,0,2,"PPM","outer","Saturated"
0.789512190756634,31.4800334330892,1,0,0,2,"PPM","outer","Saturated"
0.986032955545186,592.768124507834,0,2,1,0,"PPM","outer","Saturated"
0.936923410709078,53.9203512029067,1,1,0,1,"PPM","outer","Saturated"
0.192011175655852,277.362596715272,0,1,2,0,"PPM","outer","Saturated"
0.789749535264866,52.8578289375224,1,0,1,1,"PPM","outer","Saturated"
0.984529795443438,2.65405498379922,1,1,0,1,"PPM","outer","Saturated"
0.847672206187363,10443.4112429832,0,2,1,0,"PPM","outer","Saturated"
0.198204752068615,1087.70810543547,1,2,0,0,"PPM","outer","Saturated"
0.930378428417165,16.766630816483,3,0,0,0,"PPM","outer","Saturated"
0.962676313393818,6.94033891730308,2,1,0,0,"PPM","outer","Saturated"
0.777555197244841,351.83795336631,2,0,0,1,"PPM","outer","Saturated"
0.790731181387392,41.0107942996967,1,0,0,2,"PPM","outer","Saturated"
0.162344447910436,1447.71520361706,2,1,0,0,"PPM","outer","Saturated"
0.856249643583383,114.554476856781,0,0,0,3,"PPM","outer","Saturated"
0.953549898589526,5.49823568269487,2,0,1,0,"PPM","outer","Saturated"
0.947259977792483,1251.03476728037,2,0,1,0,"PPM","outer","Saturated"
0.803290821193743,86.6626661049954,0,0,1,2,"PPM","outer","Saturated"
0.710240611896936,24.8690577184551,0,2,1,0,"PPM","outer","Saturated"
0.970744141331245,3.34704097666222,1,1,1,0,"PPM","outer","Saturated"
0.623314253119209,370.334190028145,2,0,0,1,"PPM","outer","Saturated"
0.967604799554265,134.607271131042,1,1,1,0,"PPM","outer","Saturated"
0.93700074634235,4518.74430906642,1,1,1,0,"PPM","outer","Saturated"
0.900996282578177,19.6475228316354,1,0,1,1,"PPM","outer","Saturated"
0.812504548263553,158.42475740088,1,1,1,0,"PPM","outer","Saturated"
0.956987409023139,1293.94750783133,2,0,1,0,"PPM","outer","Saturated"
0.809949591833575,38.1787506991375,1,0,1,1,"PPM","outer","Saturated"
0.217402763266346,349.027702030266,1,1,0,1,"PPM","outer","Saturated"
0.219005248538055,212.869970687815,2,0,0,1,"PPM","outer","Saturated"
0.972240210696103,1.52745901726694,2,0,1,0,"PPM","outer","Saturated"
0.981713166834102,47.0486787344803,0,1,0,2,"PPM","outer","Saturated"
0.961426796451386,169.326973031796,3,0,0,0,"PPM","outer","Saturated"
0.809244868402603,40.5065560132537,1,1,0,1,"PPM","outer","Saturated"
0.44386384326286,104.746880931312,2,0,0,1,"PPM","outer","Saturated"
0.989959475206335,17.504573094789,0,1,1,1,"PPM","outer","Saturated"
0.924966552883552,2.97925574575426,0,0,3,0,"PPM","outer","Saturated"
0.956624416477699,7.94141736664957,1,1,1,0,"PPM","outer","Saturated"
0.966083393189145,2.42816874318395,3,0,0,0,"PPM","outer","Saturated"
0.376730363276003,144.543994029863,1,0,1,1,"PPM","outer","Saturated"
0.978693031392085,1191.87989583905,2,0,1,0,"PPM","outer","Saturated"
0.800386413517641,202.489561072206,1,1,0,1,"PPM","outer","Saturated"
0.961053285422226,494.553315000404,2,1,0,0,"PPM","outer","Saturated"
0.802585517725051,16.9710294300366,1,0,1,1,"PPM","outer","Saturated"
0.878807914100464,452.996658089729,1,1,1,0,"PPM","outer","Saturated"
0.940559380209563,17.2773612808226,0,1,0,2,"PPM","outer","Saturated"
0.10609696981368,1650.01655326132,2,1,0,0,"PPM","outer","Saturated"
0.958218360934222,1.31315820436479,2,0,1,0,"PPM","outer","Saturated"
0.232319402298902,722.855535537653,1,1,0,1,"PPM","outer","Saturated"
0.537640483265735,370.930904105251,2,1,0,0,"PPM","outer","Saturated"
0.97711273060397,1.09186470153869,1,0,0,2,"PPM","outer","Saturated"
0.983765610110857,6.71536043161578,0,0,2,1,"PPM","outer","Saturated"
0.146304165683891,1381.78746259151,2,1,0,0,"PPM","outer","Saturated"
0.542223887623085,100.740698814153,2,1,0,0,"PPM","outer","Saturated"
0.950016696181061,16.0519503545758,1,1,0,1,"PPM","outer","Saturated"
0.845331830782135,78.4065369036703,2,1,0,0,"PPM","outer","Saturated"
